abandon: v./n.滥用;虐待
layer: n.层
layoff: n.解雇
lazy: adj.懒惰的
lead: v.领导
leaf: n.叶子
leak: v.泄漏
lean: v.倚;adj.瘦的
leap: v./n.跳跃
learn: v.学习
lease: n.租约;v.出租
least: adj./adv.最少的;最少地
leather: n.皮革
leave: v.离开
lecture: n./v.演讲
left: adj./adv./n.左边的;向左;左边
leg: n.腿
legal: adj.合法的
legend: n.传说
leisure: n.空闲
less: adj./adv.更少的;更少地
lesson: n.课
let: v.让
letter: n.信
level: n.水平
library: n.图书馆
licence: n.执照
lie: v.躺;位于;说谎
life: n.生命
lift: v./n.提起;电梯
light: n.光;adj.轻的;v.点燃
likely: adj.可能的
limb: n.四肢
limit: n./v.限制
limited: adj.有限的
line: n.线;排
link: v./n.连接
lip: n.嘴唇
liquid: n.液体;adj.液体的
list: n.名单
listen: v.听
literacy: n.读写能力
literature: n.文学
lively: adj.充满活力的
living: adj.活的;n.生计
load: n./v.装载
loan: n./v.贷款
local: adj.地方的
locate: v.定位
location: n.位置
logical: adj.合逻辑的
lonely: adj.孤独的
long: adj./adv.长的;长地
longitude: n.经度
look: v./n.看
loose: adj.松散的
lord: n.主人
loss: n.损失
lot: n.许多
love: v./n.爱
loyal: adj.忠诚的
loyalty: n.忠诚
machine: n.机器
mad: adj.疯狂的
make: v.制作
male: adj./n.男的;男性
manage: v.管理
manager: n.经理
management: n.管理
manner: n.方式
many: adj.许多的
map: n.地图
march: n./v.三月;行军
mark: n./v.记号;做记号
market: n.市场
marriage: n.婚姻
married: adj.已婚的
mass: n.质量;大量
master: n.大师;v.掌握
match: n./v.比赛;匹配
material: n./adj.材料;物质的
matter: n.事情
means: n.方法
measure: v./n.测量
media: n.媒体
medicine: n.药
medium: n.媒介
meet: v.遇见
meeting: n.会议
member: n.成员
memory: n.记忆
mental: adj.精神的
mention: v./n.提及
message: n.信息
metal: n.金属
method: n.方法
meter: n.米
middle: adj./n.中间的;中部
might: n./v.力量;可能
migrate: v.迁徙
minor: adj.较小的
minute: n.分钟
mirror: n.镜子
miss: v.错过
mission: n.使命
mistake: n.错误
model: n.模型
moderate: adj.适度的
modern: adj.现代的
modest: adj.谦虚的
modify: v.修改
money: n.钱
month: n.月
moral: adj.道德的
more: adj./adv.更多的;更多地
morning: n.早上
mostly: adv.主要地
mother: n.母亲
motion: n.运动
mountain: n.山
mouth: n.嘴
move: v.移动
movement: n.运动
movie: n.电影
much: adj./adv.许多的;非常
murder: v./n.谋杀
music: n.音乐
musical: adj.音乐的
must: v.必须
mutual: adj.相互的
my: pron.我的
myself: pron.我自己
mystery: n.神秘
name: n.名字
narrow: adj.狭窄的
nation: n.国家
national: adj.国家的
native: adj.本土的
nature: n.自然
navy: n.海军
near: adj./adv./prep.近的;近地;在...附近
nearby: adj./adv.附近的
necessary: adj.必要的
neck: n.脖子
need: v./n.需要
negative: adj.否定的
neglect: v.忽视
negotiate: v.谈判
negotiation: n.谈判
neighbor: n.邻居
neither: adj./pron.两者都不
net: n.网
network: n.网络
neutral: adj.中立的
never: adv.从不
newspaper: n.报纸
next: adj./adv.下一个的;接下来
nice: adj.美好的
night: n.夜晚
nine: num.九
no: adv./adj.不;没有
nobody: pron.没有人
noise: n.噪音
none: pron.没有人或物
normal: adj.正常的
north: n./adj./adv.北方;北方的;向北
nose: n.鼻子
not: adv.不
note: n./v.笔记;记下
notebook: n.笔记本
notice: v./n.注意到;通知
notify: v.通知
notion: n.概念
number: n.数字
numerous: adj.无数的
nurse: n.护士
nutrient: n.营养品
object: n.物体;v.反对
obligation: n.义务
observe: v.观察
observer: n.观察者
obtain: v.获得
occasion: n.场合
occupation: n.职业
occupy: v.占据
occur: v.发生
odd: adj.奇特的
offer: v./n.提供;提议
office: n.办公室
officer: n.军官
official: adj./n.官方的;官员
often: adv.经常
oh: int.哦
oil: n.油
ok: adj./adv.好的
old: adj.老的
on: prep.在...上
once: adv./n./conj.一旦;一次;当...时
one: num./pron.一;一个人
oneself: pron.自己
only: adj./adv.唯一的;仅仅
onto: prep.到...上面
open: v./adj.打开;开放的
operate: v.操作
operation: n.操作
opinion: n.意见
opponent: n.对手
opportunity: n.机会
opposite: adj./n./prep.相反的;对立面;在...对面
or: conj.或者
order: n./v.顺序;命令
ordinary: adj.普通的
organ: n.器官
organize: v.组织
organization: n.组织
other: adj./pron.其他的;其他人
otherwise: adv.否则
ought: v.应该
our: pron.我们的
ours: pron.我们的
ourselves: pron.我们自己
out: adv./prep./adj.出;在外面;外面的
outcome: n.结果
outdoors: adv./adj.在户外;户外的
outer: adj.外部的
output: n.输出
outside: adj./n./prep.外面的;外面;在...外面
over: adv./prep.结束;在...上方
overall: adj.全部的
overcome: v.克服
overlook: v.俯瞰;忽视
overseas: adj./adv.海外的;在海外
overtake: v.超过
owe: v.欠债
own: adj./v./pron.自己的;拥有;自己的事物
owner: n.所有者
ox: n.公牛
pace: n.步伐
pack: n./v.包裹;打包
package: n.包裹
page: n.页
pain: n.疼痛
paint: v./n.油漆;涂料
painter: n.画家
painting: n.绘画
pair: n.一对
pale: adj.苍白的
panel: n.面板
panic: n./adj.惊慌;恐慌的
paper: n.纸
parcel: n.包裹
part: n.部分
participate: v.参与
participation: n.参与
party: n.聚会
pass: v./n.经过;通过
passage: n.通道
passenger: n.乘客
past: adj./adv./n./prep.过去的;过地;过去;经过
patience: n.耐心
patient: adj./n.耐心的;病人
pattern: n.图案
pause: v./n.暂停
pay: v./n.支付;薪水
payment: n.支付
peace: n.和平
peaceful: adj.和平的
peak: n.山峰
pear: n.梨
peer: n./v.同等的人;凝视
penny: n.便士
people: n.人们
percent: n.百分比
perfect: adj.完美的
perform: v.表演
performance: n.表演
perhaps: adv.也许
period: n.时期
permit: v./n.允许;许可证
person: n.人
personal: adj.个人的
persuade: v.说服
persuasion: n.说服
pet: n.宠物
phase: n.阶段
phone: n./v.电话;打电话
photograph: n./v.照片;拍照
phrase: n.短语
physical: adj.身体的
piano: n.钢琴
pick: v.挑选
picture: n.图片
piece: n.块
place: n./v.地方;放置
plain: adj./n.平坦的;平原
plan: n./v.计划
plane: n.飞机
planet: n.行星
plant: n./v.植物;种植
plastic: adj./n.塑料的;塑料
plate: n.盘子
play: v./n.玩;戏剧
player: n.运动员
playground: n.操场
pleasant: adj.令人愉快的
please: v.使高兴
pleasure: n.愉快
plus: prep./adj./n.加;加的;加号
pocket: n.口袋
poem: n.诗
poet: n.诗人
point: n./v.点;指出
poison: n.毒药
poisonous: adj.有毒的
pole: n.极
police: n.警察
policy: n.政策
polish: v./n.磨光;波兰
politician: n.政治家
politics: n.政治
pollute: v.污染
pollution: n.污染
pond: n.池塘
pool: n.池塘
poor: adj.贫穷的
popular: adj.流行的
population: n.人口
position: n.位置
positive: adj.积极的
possess: v.拥有
possession: n.拥有
possible: adj.可能的
possibly: adv.可能地
power: n.力量
powerful: adj.强大的
practice: n./v.练习
practise: v.练习
praise: v./n.赞扬
pray: v.祈祷
precious: adj.珍贵的
precise: adj.精确的
predict: v.预测
prediction: n.预测
prefer: v.更喜欢
preference: n.偏爱
prepare: v.准备
presentation: n.介绍
president: n.总统
pressure: n.压力
pretty: adj.漂亮的
prevent: v.阻止
price: n.价格
pride: n.骄傲
primary: adj.主要的
print: v./n.打印;印刷品
printer: n.打印机
priority: n.优先
prison: n.监狱
prisoner: n.囚犯
private: adj.私人的
prize: n.奖品
problem: n.问题
process: n./v.过程;处理
produce: v./n.生产;产品
production: n.生产
product: n.产品
professional: adj./n.专业的;专业人员
professor: n.教授
profit: n./v.利润;获利
progress: n./v.进步
promise: n./v.承诺;答应
promote: v.促进
promotion: n.晋升
prompt: adj./v.及时的;提示
pronounce: v.发音
pronunciation: n.发音
proper: adj.适当的
properly: adv.适当地
property: n.财产
propose: v.提议
proposal: n.提议
prosecute: v.起诉
prosecution: n.起诉
prosecutor: n.检察官
protect: v.保护
protection: n.保护
protest: v./n.抗议
proud: adj.自豪的
prove: v.证明
provide: v.提供
provided: conj.假如
province: n.省
psychology: n.心理学
public: adj./n.公共的;公众
publish: v.出版
publisher: n.出版商
publishing: n.出版
pull: v./n.拉;拉力
pump: n./v.泵;抽水
punish: v.惩罚
punishment: n.惩罚
purple: adj./n.紫色的;紫色
purpose: n.目的
push: v./n.推;推力
put: v.放
quality: n.质量
quantity: n.数量
quarter: n.四分之一
queen: n.女王
question: n./v.问题;询问
queue: n./v.队列;排队
quick: adj./adv.快的;快地
quickly: adv.迅速地
quiet: adj./n./v.安静的;安静;使安静
quit: v.退出
quite: adv.相当
quote: v./n.引用;引用语
race: n./v.种族;赛跑
racket: n.球拍
rail: n.铁轨
railway: n.铁路
rain: n./v.雨;下雨
rainbow: n.彩虹
rainy: adj.下雨的
raise: v.提高
range: n./v.范围;排列
rapid: adj.快速的
rare: adj.稀有的
rate: n./v.比率;评价
rather: adv.相当
raw: adj.生的
ray: n.光线
reach: v./n.到达;范围
react: v.反应
reaction: n.反应
read: v.阅读
reader: n.读者
reading: n.阅读
ready: adj.准备好的
real: adj.真实的
reality: n.现实
realize: v.意识到
really: adv.真正地
reason: n./v.原因;推理
rebel: v./n.反叛;反叛者
recall: v./n.回忆;召回
receive: v.收到
receiver: n.接受者
recent: adj.最近的
recently: adv.最近
reception: n.接待
recognition: n.认可
recognize: v.认出
recommend: v.推荐
recommendation: n.推荐
record: n./v.记录;录音
recorder: n.录音机
recover: v.恢复
recovery: n.恢复
red: adj./n.红色的;红色
reduce: v.减少
reduction: n.减少
reel: n.卷筒
refer: v.提到
reference: n.参考
refill: v.再装满
reform: v./n.改革
refrain: v.克制
refresh: v.使精神振作
refreshment: n.茶点
refuse: v./n.拒绝;垃圾
regard: n./v.关心;看待
regardless: adv.不顾
regime: n.政权
region: n.地区
register: v./n.注册;登记簿
regular: adj.有规律的
regulate: v.管理
regulation: n.规章
reject: v.拒绝
relation: n.关系
relationship: n.关系
relative: adj./n.相对的;亲戚
relax: v.放松
release: v./n.释放;发行
relevant: adj.相关的
reliability: n.可靠性
reliable: adj.可靠的
relief: n.轻松
religion: n.宗教
religious: adj.宗教的
reluctant: adj.不情愿的
remain: v.剩下
remark: n./v.评论;评论说
remember: v.记得
remind: v.提醒
reminder: n.提醒的人/物
remote: adj.遥远的
removal: n.移动
remove: v.移动
rent: n./v.租金;出租
repair: v./n.修理
repeat: v./n.重复
repeatedly: adv.重复地
replace: v.取代
replacement: n.取代物
reply: v./n.回答
report: n./v.报告
reporter: n.记者
represent: v.代表
representation: n.代表
representative: n./adj.代表;有代表性的
republic: n.共和国
reputation: n.名誉
request: n./v.要求
require: v.需要
requirement: n.需要
rescue: v./n.营救
research: n./v.研究
researcher: n.研究者
resemble: v.像
resent: v.怨恨
resentment: n.怨恨
reserve: v./n.保留;储备
reservoir: n.水库
respect: n./v.尊敬;尊重
respond: v.回答
response: n.回答
responsible: adj.有责任的
responsibility: n.责任
rest: n./v.休息;剩余
restaurant: n.餐馆
restore: v.恢复
restrict: v.限制
restriction: n.限制
result: n./v.结果;导致
resume: v.重新开始
retain: v.保留
retell: v.重述
retire: v.退休
retreat: v./n.撤退;休息处
return: v./n.返回;回报
reveal: v.揭露
revenue: n.收入
review: v./n.回顾;评论
revision: n.修订
revive: v.使复活
revolution: n.革命
reward: n./v.报酬;奖赏
rhythm: n.节奏
ribbon: n.丝带
rice: n.米饭
rich: adj.富有的
ride: v./n.骑;旅程
rider: n.骑马者
ridge: n.岭
right: adj./adv./n.正确的;正确地;右边
rigid: adj.僵硬的
ring: n./v.戒指;响
ripe: adj.成熟的
rise: v./n.上升;增长
risk: n./v.风险;冒险
river: n.河流
road: n.路
roast: v./n.烤；烤肉
robot: n.机器人
rock: n./v.岩石；摇动
rocket: n./v.火箭；迅速上升
role: n.角色
roll: v./n.滚动；名单
roof: n.屋顶
room: n.房间
roommate: n.室友
root: n./v.根；生根
rope: n.绳子
rose: n.玫瑰
rotate: v.旋转
rotation: n.旋转
rough: adj.粗糙的
round: adj./adv./n./v.圆的；周围；一轮；绕行
row: n./v.一排；划船
rubber: n.橡皮
rubbish: n.垃圾
rude: adj.粗鲁的
rule: n./v.规则；统治
ruler: n.尺子
run: v./n.跑；运行
runner: n.赛跑者
running: adj./n.跑步的；跑步
rural: adj.乡村的
rush: v./n.冲；匆忙
sad: adj.悲伤的
sadness: n.悲伤
safe: adj.安全的
safety: n.安全
sail: v./n.航行；帆
sailor: n.水手
salary: n.薪水
sale: n.销售
salesman: n.售货员
salt: n.盐
same: adj.相同的
sample: n./v.样品；取样
sand: n.沙子
sandwich: n./v.三明治；夹在中间
satisfy: v.使满意
satisfaction: n.满意
satisfactory: adj.令人满意的
satisfying: adj.令人满意的
saturday: n.星期六
sauce: n.酱汁
sausage: n.香肠
save: v.拯救
saving: n.节省
saw: n./v.锯子；锯
say: v.说
scale: n.规模
scan: v./n.扫描
scar: n.伤疤
scarf: n.围巾
scene: n.场景
scenery: n.风景
scent: n.气味
schedule: n./v.时间表；安排
scheme: n.计划
school: n.学校
schoolbag: n.书包
schoolmate: n.同学
science: n.科学
scientist: n.科学家
score: n./v.分数；得分
scratch: v./n.抓；抓痕
scream: v./n.尖叫
screen: n.屏幕
sea: n.海
seal: n./v.海豹；密封
search: v./n.搜索
season: n.季节
seat: n.座位
second: num./adj./n.第二；次要的；秒
secret: adj./n.秘密的；秘密
secretary: n.秘书
section: n.部分
security: n.安全
see: v.看见
seed: n.种子
seek: v.寻找
seem: v.似乎
seen: v.see的过去分词
selection: n.选择
self: n.自己
sell: v.卖
seller: n.卖家
semester: n.学期
semantic: adj.语义的
semester: n.学期
send: v.发送
senior: adj./n.高级的；高年级学生
sense: n.感觉
sensitive: adj.敏感的
sentence: n.句子
separate: v./adj.分开；单独的
separation: n.分离
series: n.系列
serious: adj.严肃的
seriously: adv.严肃地
serve: v.服务
service: n.服务
session: n.会议
set: v./n./adj.设置；集合；固定的
setting: n.环境
settle: v.解决
settlement: n.解决
seven: num.七
several: adj.几个的
severe: adj.严重的
sex: n.性别
sexual: adj.性的
shake: v./n.摇动
shallow: adj.浅的
share: v./n.分享；份额
shark: n.鲨鱼
sharp: adj.锋利的
shave: v.刮胡子
she: pron.她
sheep: n.羊
shelf: n.架子
shell: n.壳
shellfish: n.贝类
shine: v./n.发光；光泽
ship: n.船
shirt: n.衬衫
shock: v./n.震惊
shoe: n.鞋
shop: n./v.商店；购物
shopkeeper: n.店主
shopping: n.购物
shore: n.岸
short: adj./adv./n.短的；短暂地；短裤
shortage: n.短缺
shortly: adv.不久
shot: n.射击
should: modal v.应该
shoulder: n.肩膀
shout: v./n.大喊
show: v./n.展示；演出
shower: n./v.淋浴；阵雨
shut: v.关闭
shy: adj.害羞的
sick: adj.生病的
side: n.边
sidewalk: n.人行道
sigh: v./n.叹息
sight: n.视力
sightseeing: n.观光
sign: n./v.标志；签名
signal: n./v.信号；发信号
signature: n.签名
significance: n.重要性
significant: adj.重要的
silence: n./v.沉默；使沉默
silent: adj.沉默的
silk: n.丝绸
silly: adj.愚蠢的
silver: n./adj.银；银色的
similar: adj.相似的
similarity: n.相似性
simple: adj.简单的
simply: adv.简单地
since: conj./prep./adv.自从；因为；自从...以来
sincere: adj.真诚的
sing: v.唱歌
singer: n.歌手
single: adj./n.单一的；单身者
sink: v./n.下沉；水槽
sir: n.先生
sister: n.姐妹
sit: v.坐
situation: n.情况
six: num.六
sixteen: num.十六
sixth: num./adj.第六
size: n.大小
skate: v./n.滑冰；冰鞋
skill: n.技能
skilled: adj.熟练的
skillful: adj.有技巧的
skin: n.皮肤
skirt: n.裙子
sky: n.天空
sleep: v./n.睡觉
sleepy: adj.困倦的
sleepiness: n.困倦
sleeve: n.袖子
slice: n./v.切片；切下
slide: v./n.滑行；幻灯片
slight: adj.轻微的
slightly: adv.轻微地
slip: v./n.滑倒；纸条
slope: n.斜坡
slow: adj./adv./v.慢的；缓慢地；放慢
slowly: adv.缓慢地
small: adj.小的
smart: adj.聪明的
smash: v./n.打碎；碰撞声
smell: v./n.闻；气味
smile: v./n.微笑
smith: n.铁匠
smoke: n./v.烟；吸烟
smooth: adj.平滑的
snake: n.蛇
snow: n./v.雪；下雪
snowy: adj.下雪的
son: n.儿子
song: n.歌曲
soon: adv.不久
sorry: adj.抱歉的
sort: n./v.种类；分类
soul: n.灵魂
sound: n./adj./v.声音；健康的；听起来
soup: n.汤
source: n.来源
south: adj./n.南方的；南方
southeast: adj./n.东南的；东南
southern: adj.南方的
southwest: adj./n.西南的；西南
space: n.空间
spaceship: n.宇宙飞船
spare: adj./v.多余的；节约
speak: v.说话
speaker: n.说话者
speaking: n./adj.说话；口语的
special: adj.特别的
specialist: n.专家
speciality: n.专业
species: n.种类
specific: adj.具体的
speech: n.演讲
speed: n./v.速度；加速
spell: v.拼写
spelling: n.拼写
spend: v.花费
spent: v.spend的过去式和过去分词
spin: v./n.旋转
spirit: n.精神
spiritual: adj.精神的
splash: v./n.溅；泼溅声
split: v./n.分裂；裂缝
spoon: n.勺子
sport: n.运动
sportsman: n.运动员
spot: n./v.地点；发现
spread: v./n.传播；展开
spring: n.春天
springy: adj.有弹性的
spy: n./v.间谍；侦探
square: adj./n.正方形的；广场
stable: adj.稳定的
stack: n./v.堆；堆叠
staff: n.职员
stage: n.舞台
stain: v./n.玷污；污点
stairs: n.楼梯
stamp: n./v.邮票；盖章
stand: v./n.站立；立场
standard: n./adj.标准；标准的
star: n.星星
stare: v.凝视
start: v./n.开始
starter: n.开胃菜
statement: n.声明
station: n.车站
statue: n.雕像
stay: v./n.停留
steady: adj.稳定的
steak: n.肉块
steel: n.钢
steep: adj.陡峭的
steer: v.驾驶
